event_time,user_host,sqlcommand
"2019-02-23 06:50:09.972093","root[root] @ localhost []","SET SESSION character_set_results = 'binary'"
"2019-02-23 06:50:09.972199","root[root] @ localhost []","use `classicmodels`"
"2019-02-23 06:50:09.972267","root[root] @ localhost []","select @@collation_database"
"2019-02-23 06:50:09.972350","root[root] @ localhost []","SHOW TRIGGERS LIKE 'orderdetails'"
"2019-02-23 06:50:09.972811","root[root] @ localhost []","SET SESSION character_set_results = 'utf8mb4'"
"2019-02-23 06:50:09.972881","root[root] @ localhost []","SET SESSION character_set_results = 'binary'"
"2019-02-23 06:50:09.972951","root[root] @ localhost []","SELECT COLUMN_NAME,                       JSON_EXTRACT(HISTOGRAM, '$."number-of-buckets-specified"')                FROM information_schema.COLUMN_STATISTICS                WHERE SCHEMA_NAME = 'classicmodels' AND TABLE_NAME = 'orderdetails'"
"2019-02-23 06:50:09.973114","root[root] @ localhost []","SET SESSION character_set_results = 'utf8mb4'"
"2019-02-23 06:50:09.973200","root[root] @ localhost []","show table status like 'orders'"
"2019-02-23 06:50:09.973843","root[root] @ localhost []","SET SQL_QUOTE_SHOW_CREATE=1"
"2019-02-23 06:50:09.973908","root[root] @ localhost []","SET SESSION character_set_results = 'binary'"
"2019-02-23 06:50:09.973959","root[root] @ localhost []","show create table `orders`"
"2019-02-23 06:50:09.974073","root[root] @ localhost []","SET SESSION character_set_results = 'utf8mb4'"
"2019-02-23 06:50:09.974136","root[root] @ localhost []","show fields from `orders`"
"2019-02-23 06:50:09.974732","root[root] @ localhost []","show fields from `orders`"
"2019-02-23 06:50:09.975373","root[root] @ localhost []","SELECT /*!40001 SQL_NO_CACHE */ * FROM `orders`"
"2019-02-23 06:50:09.975985","root[root] @ localhost []","SET SESSION character_set_results = 'binary'"
"2019-02-23 06:50:09.976091","root[root] @ localhost []","use `classicmodels`"
"2019-02-23 06:50:09.976164","root[root] @ localhost []","select @@collation_database"
"2019-02-23 06:50:09.976232","root[root] @ localhost []","SHOW TRIGGERS LIKE 'orders'"
"2019-02-23 06:50:09.976653","root[root] @ localhost []","SET SESSION character_set_results = 'utf8mb4'"
"2019-02-23 06:50:09.976721","root[root] @ localhost []","SET SESSION character_set_results = 'binary'"
"2019-02-23 06:50:09.976796","root[root] @ localhost []","SELECT COLUMN_NAME,                       JSON_EXTRACT(HISTOGRAM, '$."number-of-buckets-specified"')                FROM information_schema.COLUMN_STATISTICS                WHERE SCHEMA_NAME = 'classicmodels' AND TABLE_NAME = 'orders'"
"2019-02-23 06:50:09.976949","root[root] @ localhost []","SET SESSION character_set_results = 'utf8mb4'"
"2019-02-23 06:50:09.977024","root[root] @ localhost []","show table status like 'payments'"
"2019-02-23 06:50:09.977663","root[root] @ localhost []","SET SQL_QUOTE_SHOW_CREATE=1"
"2019-02-23 06:50:09.977728","root[root] @ localhost []","SET SESSION character_set_results = 'binary'"
"2019-02-23 06:50:09.977779","root[root] @ localhost []","show create table `payments`"
"2019-02-23 06:50:09.977887","root[root] @ localhost []","SET SESSION character_set_results = 'utf8mb4'"
"2019-02-23 06:50:09.977957","root[root] @ localhost []","show fields from `payments`"
"2019-02-23 06:50:09.978562","root[root] @ localhost []","show fields from `payments`"
"2019-02-23 06:50:09.979170","root[root] @ localhost []","SELECT /*!40001 SQL_NO_CACHE */ * FROM `payments`"
"2019-02-23 06:50:09.979813","root[root] @ localhost []","SET SESSION character_set_results = 'binary'"
"2019-02-23 06:50:09.979884","root[root] @ localhost []","use `classicmodels`"
"2019-02-23 06:50:09.979944","root[root] @ localhost []","select @@collation_database"
"2019-02-23 06:50:09.980007","root[root] @ localhost []","SHOW TRIGGERS LIKE 'payments'"
"2019-02-23 06:50:09.980438","root[root] @ localhost []","SET SESSION character_set_results = 'utf8mb4'"
"2019-02-23 06:50:09.980508","root[root] @ localhost []","SET SESSION character_set_results = 'binary'"
"2019-02-23 06:50:09.980580","root[root] @ localhost []","SELECT COLUMN_NAME,                       JSON_EXTRACT(HISTOGRAM, '$."number-of-buckets-specified"')                FROM information_schema.COLUMN_STATISTICS                WHERE SCHEMA_NAME = 'classicmodels' AND TABLE_NAME = 'payments'"
"2019-02-23 06:50:09.980726","root[root] @ localhost []","SET SESSION character_set_results = 'utf8mb4'"
"2019-02-23 06:50:09.980804","root[root] @ localhost []","show table status like 'productlines'"
"2019-02-23 06:50:09.981451","root[root] @ localhost []","SET SQL_QUOTE_SHOW_CREATE=1"
"2019-02-23 06:50:09.981521","root[root] @ localhost []","SET SESSION character_set_results = 'binary'"
"2019-02-23 06:50:09.981580","root[root] @ localhost []","show create table `productlines`"
"2019-02-23 06:50:09.981718","root[root] @ localhost []","SET SESSION character_set_results = 'utf8mb4'"
"2019-02-23 06:50:09.981783","root[root] @ localhost []","show fields from `productlines`"
"2019-02-23 06:50:09.982354","root[root] @ localhost []","show fields from `productlines`"
"2019-02-23 06:50:09.982968","root[root] @ localhost []","SELECT /*!40001 SQL_NO_CACHE */ * FROM `productlines`"
"2019-02-23 06:50:09.983219","root[root] @ localhost []","SET SESSION character_set_results = 'binary'"
"2019-02-23 06:50:09.983301","root[root] @ localhost []","use `classicmodels`"
"2019-02-23 06:50:09.983351","root[root] @ localhost []","select @@collation_database"
"2019-02-23 06:50:09.983412","root[root] @ localhost []","SHOW TRIGGERS LIKE 'productlines'"
"2019-02-23 06:50:09.983833","root[root] @ localhost []","SET SESSION character_set_results = 'utf8mb4'"
"2019-02-23 06:50:09.983904","root[root] @ localhost []","SET SESSION character_set_results = 'binary'"
"2019-02-23 06:50:09.983976","root[root] @ localhost []","SELECT COLUMN_NAME,                       JSON_EXTRACT(HISTOGRAM, '$."number-of-buckets-specified"')                FROM information_schema.COLUMN_STATISTICS                WHERE SCHEMA_NAME = 'classicmodels' AND TABLE_NAME = 'productlines'"
"2019-02-23 06:50:09.984128","root[root] @ localhost []","SET SESSION character_set_results = 'utf8mb4'"
"2019-02-23 06:50:09.984216","root[root] @ localhost []","show table status like 'products'"
"2019-02-23 06:50:09.984876","root[root] @ localhost []","SET SQL_QUOTE_SHOW_CREATE=1"
"2019-02-23 06:50:09.984945","root[root] @ localhost []","SET SESSION character_set_results = 'binary'"
"2019-02-23 06:50:09.985013","root[root] @ localhost []","show create table `products`"
"2019-02-23 06:50:09.985170","root[root] @ localhost []","SET SESSION character_set_results = 'utf8mb4'"
"2019-02-23 06:50:09.985247","root[root] @ localhost []","show fields from `products`"
"2019-02-23 06:50:09.985831","root[root] @ localhost []","show fields from `products`"
"2019-02-23 06:50:09.986467","root[root] @ localhost []","SELECT /*!40001 SQL_NO_CACHE */ * FROM `products`"
"2019-02-23 06:50:09.986974","root[root] @ localhost []","SET SESSION character_set_results = 'binary'"
"2019-02-23 06:50:09.987143","root[root] @ localhost []","use `classicmodels`"
"2019-02-23 06:50:09.987250","root[root] @ localhost []","select @@collation_database"
"2019-02-23 06:50:09.987333","root[root] @ localhost []","SHOW TRIGGERS LIKE 'products'"
"2019-02-23 06:50:09.987772","root[root] @ localhost []","SET SESSION character_set_results = 'utf8mb4'"
"2019-02-23 06:50:09.987843","root[root] @ localhost []","SET SESSION character_set_results = 'binary'"
"2019-02-23 06:50:09.987911","root[root] @ localhost []","SELECT COLUMN_NAME,                       JSON_EXTRACT(HISTOGRAM, '$."number-of-buckets-specified"')                FROM information_schema.COLUMN_STATISTICS                WHERE SCHEMA_NAME = 'classicmodels' AND TABLE_NAME = 'products'"
"2019-02-23 06:50:09.988073","root[root] @ localhost []","SET SESSION character_set_results = 'utf8mb4'"
"2019-02-23 06:50:09.988137","root[root] @ localhost []","UNLOCK TABLES"
"2019-02-23 06:50:09.988224","root[root] @ localhost []",
"2019-02-23 06:57:33.241735","[] @  [58.218.213.189]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 06:57:33.242257","[root] @  [58.218.213.189]","root@58.218.213.189 on  using TCP/IP"
"2019-02-23 07:03:33.451438","[root] @ localhost []","root@localhost on classicmodels using Socket"
"2019-02-23 07:03:33.452203","root[root] @ localhost []","select @@version_comment limit 1"
"2019-02-23 07:04:02.130674","root[root] @ localhost []",
"2019-02-23 07:04:15.766086","[root] @ localhost []","root@localhost on classicmodels using Socket"
"2019-02-23 07:04:15.766516","root[root] @ localhost []","select @@version_comment limit 1"
"2019-02-23 07:04:37.855574","root[root] @ localhost []",
"2019-02-23 07:06:00.260235","[root] @ localhost []","root@localhost on  using Socket"
"2019-02-23 07:06:00.260805","root[root] @ localhost []","Access denied for user 'root'@'localhost' (using password: NO)"
"2019-02-23 07:06:10.270213","[root] @ localhost []","root@localhost on  using Socket"
"2019-02-23 07:06:10.270670","root[root] @ localhost []","/*!40100 SET @@SQL_MODE='' */"
"2019-02-23 07:06:10.270910","root[root] @ localhost []","/*!40103 SET TIME_ZONE='+00:00' */"
"2019-02-23 07:06:10.271055","root[root] @ localhost []","/*!80000 SET SESSION information_schema_stats_expiry=0 */"
"2019-02-23 07:06:10.271140","root[root] @ localhost []","SET SESSION NET_READ_TIMEOUT= 700, SESSION NET_WRITE_TIMEOUT= 700"
"2019-02-23 07:06:10.271250","root[root] @ localhost []","SHOW VARIABLES LIKE 'gtid\_mode'"
"2019-02-23 07:06:10.274374","root[root] @ localhost []","SELECT LOGFILE_GROUP_NAME, FILE_NAME, TOTAL_EXTENTS, INITIAL_SIZE, ENGINE, EXTRA FROM INFORMATION_SCHEMA.FILES WHERE FILE_TYPE = 'UNDO LOG' AND FILE_NAME IS NOT NULL AND LOGFILE_GROUP_NAME IS NOT NULL AND LOGFILE_GROUP_NAME IN (SELECT DISTINCT LOGFILE_GROUP_NAME FROM INFORMATION_SCHEMA.FILES WHERE FILE_TYPE = 'DATAFILE' AND TABLESPACE_NAME IN (SELECT DISTINCT TABLESPACE_NAME FROM INFORMATION_SCHEMA.PARTITIONS WHERE TABLE_SCHEMA IN ('classicmodels'))) GROUP BY LOGFILE_GROUP_NAME, FILE_NAME, ENGINE, TOTAL_EXTENTS, INITIAL_SIZE ORDER BY LOGFILE_GROUP_NAME"
"2019-02-23 07:06:10.279660","root[root] @ localhost []","SELECT DISTINCT TABLESPACE_NAME, FILE_NAME, LOGFILE_GROUP_NAME, EXTENT_SIZE, INITIAL_SIZE, ENGINE FROM INFORMATION_SCHEMA.FILES WHERE FILE_TYPE = 'DATAFILE' AND TABLESPACE_NAME IN (SELECT DISTINCT TABLESPACE_NAME FROM INFORMATION_SCHEMA.PARTITIONS WHERE TABLE_SCHEMA IN ('classicmodels')) ORDER BY TABLESPACE_NAME, LOGFILE_GROUP_NAME"
"2019-02-23 07:06:10.280849","root[root] @ localhost []","SHOW VARIABLES LIKE 'ndbinfo\_version'"
"2019-02-23 07:06:10.284870","root[root] @ localhost []",classicmodels
"2019-02-23 07:06:10.284972","root[root] @ localhost []","show tables"
"2019-02-23 07:06:10.285942","root[root] @ localhost []","LOCK TABLES `customers` READ /*!32311 LOCAL */,`employees` READ /*!32311 LOCAL */,`offices` READ /*!32311 LOCAL */,`orderdetails` READ /*!32311 LOCAL */,`orders` READ /*!32311 LOCAL */,`payments` READ /*!32311 LOCAL */,`productlines` READ /*!32311 LOCAL */,`products` READ /*!32311 LOCAL */"
"2019-02-23 07:06:10.288023","root[root] @ localhost []","show table status like 'customers'"
"2019-02-23 07:06:10.288886","root[root] @ localhost []","SET SQL_QUOTE_SHOW_CREATE=1"
"2019-02-23 07:06:10.288962","root[root] @ localhost []","SET SESSION character_set_results = 'binary'"
"2019-02-23 07:06:10.289016","root[root] @ localhost []","show create table `customers`"
"2019-02-23 07:06:10.289180","root[root] @ localhost []","SET SESSION character_set_results = 'utf8mb4'"
"2019-02-23 07:06:10.289264","root[root] @ localhost []","show fields from `customers`"
"2019-02-23 07:06:10.290177","root[root] @ localhost []","show fields from `customers`"
"2019-02-23 07:06:10.290880","root[root] @ localhost []","SELECT /*!40001 SQL_NO_CACHE */ * FROM `customers`"
"2019-02-23 07:06:10.291545","root[root] @ localhost []","SET SESSION character_set_results = 'binary'"
"2019-02-23 07:06:10.291701","root[root] @ localhost []","use `classicmodels`"
"2019-02-23 07:06:10.291786","root[root] @ localhost []","select @@collation_database"
"2019-02-23 07:06:10.291864","root[root] @ localhost []","SHOW TRIGGERS LIKE 'customers'"
"2019-02-23 07:06:10.292450","root[root] @ localhost []","SET SESSION character_set_results = 'utf8mb4'"
"2019-02-23 07:06:10.292521","root[root] @ localhost []","SET SESSION character_set_results = 'binary'"
"2019-02-23 07:06:10.292604","root[root] @ localhost []","SELECT COLUMN_NAME,                       JSON_EXTRACT(HISTOGRAM, '$."number-of-buckets-specified"')                FROM information_schema.COLUMN_STATISTICS                WHERE SCHEMA_NAME = 'classicmodels' AND TABLE_NAME = 'customers'"
"2019-02-23 07:06:10.292866","root[root] @ localhost []","SET SESSION character_set_results = 'utf8mb4'"
"2019-02-23 07:06:10.292950","root[root] @ localhost []","show table status like 'employees'"
"2019-02-23 07:06:10.293606","root[root] @ localhost []","SET SQL_QUOTE_SHOW_CREATE=1"
"2019-02-23 07:06:10.293689","root[root] @ localhost []","SET SESSION character_set_results = 'binary'"
"2019-02-23 07:06:10.293739","root[root] @ localhost []","show create table `employees`"
"2019-02-23 07:06:10.293872","root[root] @ localhost []","SET SESSION character_set_results = 'utf8mb4'"
"2019-02-23 07:06:10.293932","root[root] @ localhost []","show fields from `employees`"
"2019-02-23 07:06:10.294571","root[root] @ localhost []","show fields from `employees`"
"2019-02-23 07:06:10.295247","root[root] @ localhost []","SELECT /*!40001 SQL_NO_CACHE */ * FROM `employees`"
"2019-02-23 07:06:10.295478","root[root] @ localhost []","SET SESSION character_set_results = 'binary'"
"2019-02-23 07:06:10.295608","root[root] @ localhost []","use `classicmodels`"
"2019-02-23 07:06:10.295697","root[root] @ localhost []","select @@collation_database"
"2019-02-23 07:06:10.295777","root[root] @ localhost []","SHOW TRIGGERS LIKE 'employees'"
"2019-02-23 07:06:10.296231","root[root] @ localhost []","SET SESSION character_set_results = 'utf8mb4'"
"2019-02-23 07:06:10.296332","root[root] @ localhost []","SET SESSION character_set_results = 'binary'"
"2019-02-23 07:06:10.296423","root[root] @ localhost []","SELECT COLUMN_NAME,                       JSON_EXTRACT(HISTOGRAM, '$."number-of-buckets-specified"')                FROM information_schema.COLUMN_STATISTICS                WHERE SCHEMA_NAME = 'classicmodels' AND TABLE_NAME = 'employees'"
"2019-02-23 07:06:10.296614","root[root] @ localhost []","SET SESSION character_set_results = 'utf8mb4'"
"2019-02-23 07:06:10.296728","root[root] @ localhost []","show table status like 'offices'"
"2019-02-23 07:06:10.297470","root[root] @ localhost []","SET SQL_QUOTE_SHOW_CREATE=1"
"2019-02-23 07:06:10.297534","root[root] @ localhost []","SET SESSION character_set_results = 'binary'"
"2019-02-23 07:06:10.297592","root[root] @ localhost []","show create table `offices`"
"2019-02-23 07:06:10.297756","root[root] @ localhost []","SET SESSION character_set_results = 'utf8mb4'"
"2019-02-23 07:06:10.297852","root[root] @ localhost []","show fields from `offices`"
"2019-02-23 07:06:10.298525","root[root] @ localhost []","show fields from `offices`"
"2019-02-23 07:06:10.299164","root[root] @ localhost []","SELECT /*!40001 SQL_NO_CACHE */ * FROM `offices`"
"2019-02-23 07:06:10.299367","root[root] @ localhost []","SET SESSION character_set_results = 'binary'"
"2019-02-23 07:06:10.299444","root[root] @ localhost []","use `classicmodels`"
"2019-02-23 07:06:10.299539","root[root] @ localhost []","select @@collation_database"
"2019-02-23 07:06:10.299606","root[root] @ localhost []","SHOW TRIGGERS LIKE 'offices'"
"2019-02-23 07:06:10.300032","root[root] @ localhost []","SET SESSION character_set_results = 'utf8mb4'"
"2019-02-23 07:06:10.300100","root[root] @ localhost []","SET SESSION character_set_results = 'binary'"
"2019-02-23 07:06:10.300169","root[root] @ localhost []","SELECT COLUMN_NAME,                       JSON_EXTRACT(HISTOGRAM, '$."number-of-buckets-specified"')                FROM information_schema.COLUMN_STATISTICS                WHERE SCHEMA_NAME = 'classicmodels' AND TABLE_NAME = 'offices'"
"2019-02-23 07:06:10.300337","root[root] @ localhost []","SET SESSION character_set_results = 'utf8mb4'"
"2019-02-23 07:06:10.300414","root[root] @ localhost []","show table status like 'orderdetails'"
"2019-02-23 07:06:10.301045","root[root] @ localhost []","SET SQL_QUOTE_SHOW_CREATE=1"
"2019-02-23 07:06:10.301108","root[root] @ localhost []","SET SESSION character_set_results = 'binary'"
"2019-02-23 07:06:10.301158","root[root] @ localhost []","show create table `orderdetails`"
"2019-02-23 07:06:10.301290","root[root] @ localhost []","SET SESSION character_set_results = 'utf8mb4'"
"2019-02-23 07:06:10.301354","root[root] @ localhost []","show fields from `orderdetails`"
"2019-02-23 07:06:10.301941","root[root] @ localhost []","show fields from `orderdetails`"
"2019-02-23 07:06:10.302609","root[root] @ localhost []","SELECT /*!40001 SQL_NO_CACHE */ * FROM `orderdetails`"
"2019-02-23 07:06:10.305166","root[root] @ localhost []","SET SESSION character_set_results = 'binary'"
"2019-02-23 07:06:10.305278","root[root] @ localhost []","use `classicmodels`"
"2019-02-23 07:06:10.305348","root[root] @ localhost []","select @@collation_database"
"2019-02-23 07:06:10.305413","root[root] @ localhost []","SHOW TRIGGERS LIKE 'orderdetails'"
"2019-02-23 07:06:10.305885","root[root] @ localhost []","SET SESSION character_set_results = 'utf8mb4'"
"2019-02-23 07:06:10.305955","root[root] @ localhost []","SET SESSION character_set_results = 'binary'"
"2019-02-23 07:06:10.306028","root[root] @ localhost []","SELECT COLUMN_NAME,                       JSON_EXTRACT(HISTOGRAM, '$."number-of-buckets-specified"')                FROM information_schema.COLUMN_STATISTICS                WHERE SCHEMA_NAME = 'classicmodels' AND TABLE_NAME = 'orderdetails'"
"2019-02-23 07:06:10.306192","root[root] @ localhost []","SET SESSION character_set_results = 'utf8mb4'"
"2019-02-23 07:06:10.306280","root[root] @ localhost []","show table status like 'orders'"
"2019-02-23 07:06:10.306941","root[root] @ localhost []","SET SQL_QUOTE_SHOW_CREATE=1"
"2019-02-23 07:06:10.307005","root[root] @ localhost []","SET SESSION character_set_results = 'binary'"
"2019-02-23 07:06:10.307057","root[root] @ localhost []","show create table `orders`"
"2019-02-23 07:06:10.307181","root[root] @ localhost []","SET SESSION character_set_results = 'utf8mb4'"
"2019-02-23 07:06:10.307243","root[root] @ localhost []","show fields from `orders`"
"2019-02-23 07:06:10.307864","root[root] @ localhost []","show fields from `orders`"
"2019-02-23 07:06:10.308508","root[root] @ localhost []","SELECT /*!40001 SQL_NO_CACHE */ * FROM `orders`"
"2019-02-23 07:06:10.309406","root[root] @ localhost []","SET SESSION character_set_results = 'binary'"
"2019-02-23 07:06:10.309482","root[root] @ localhost []","use `classicmodels`"
"2019-02-23 07:06:10.309540","root[root] @ localhost []","select @@collation_database"
"2019-02-23 07:06:10.309600","root[root] @ localhost []","SHOW TRIGGERS LIKE 'orders'"
"2019-02-23 07:06:10.310021","root[root] @ localhost []","SET SESSION character_set_results = 'utf8mb4'"
"2019-02-23 07:06:10.310097","root[root] @ localhost []","SET SESSION character_set_results = 'binary'"
"2019-02-23 07:06:10.310167","root[root] @ localhost []","SELECT COLUMN_NAME,                       JSON_EXTRACT(HISTOGRAM, '$."number-of-buckets-specified"')                FROM information_schema.COLUMN_STATISTICS                WHERE SCHEMA_NAME = 'classicmodels' AND TABLE_NAME = 'orders'"
"2019-02-23 07:06:10.310322","root[root] @ localhost []","SET SESSION character_set_results = 'utf8mb4'"
"2019-02-23 07:06:10.310397","root[root] @ localhost []","show table status like 'payments'"
"2019-02-23 07:06:10.311031","root[root] @ localhost []","SET SQL_QUOTE_SHOW_CREATE=1"
"2019-02-23 07:06:10.311094","root[root] @ localhost []","SET SESSION character_set_results = 'binary'"
"2019-02-23 07:06:10.311145","root[root] @ localhost []","show create table `payments`"
"2019-02-23 07:06:10.311253","root[root] @ localhost []","SET SESSION character_set_results = 'utf8mb4'"
"2019-02-23 07:06:10.311314","root[root] @ localhost []","show fields from `payments`"
"2019-02-23 07:06:10.311907","root[root] @ localhost []","show fields from `payments`"
"2019-02-23 07:06:10.312559","root[root] @ localhost []","SELECT /*!40001 SQL_NO_CACHE */ * FROM `payments`"
"2019-02-23 07:06:10.313091","root[root] @ localhost []","SET SESSION character_set_results = 'binary'"
"2019-02-23 07:06:10.313157","root[root] @ localhost []","use `classicmodels`"
"2019-02-23 07:06:10.313218","root[root] @ localhost []","select @@collation_database"
"2019-02-23 07:06:10.313283","root[root] @ localhost []","SHOW TRIGGERS LIKE 'payments'"
"2019-02-23 07:06:10.313706","root[root] @ localhost []","SET SESSION character_set_results = 'utf8mb4'"
"2019-02-23 07:06:10.313781","root[root] @ localhost []","SET SESSION character_set_results = 'binary'"
"2019-02-23 07:06:10.313849","root[root] @ localhost []","SELECT COLUMN_NAME,                       JSON_EXTRACT(HISTOGRAM, '$."number-of-buckets-specified"')                FROM information_schema.COLUMN_STATISTICS                WHERE SCHEMA_NAME = 'classicmodels' AND TABLE_NAME = 'payments'"
"2019-02-23 07:06:10.313997","root[root] @ localhost []","SET SESSION character_set_results = 'utf8mb4'"
"2019-02-23 07:06:10.314072","root[root] @ localhost []","show table status like 'productlines'"
"2019-02-23 07:06:10.314694","root[root] @ localhost []","SET SQL_QUOTE_SHOW_CREATE=1"
"2019-02-23 07:06:10.314765","root[root] @ localhost []","SET SESSION character_set_results = 'binary'"
"2019-02-23 07:06:10.314815","root[root] @ localhost []","show create table `productlines`"
"2019-02-23 07:06:10.314914","root[root] @ localhost []","SET SESSION character_set_results = 'utf8mb4'"
"2019-02-23 07:06:10.314973","root[root] @ localhost []","show fields from `productlines`"
"2019-02-23 07:06:10.315553","root[root] @ localhost []","show fields from `productlines`"
"2019-02-23 07:06:10.316139","root[root] @ localhost []","SELECT /*!40001 SQL_NO_CACHE */ * FROM `productlines`"
"2019-02-23 07:06:10.316320","root[root] @ localhost []","SET SESSION character_set_results = 'binary'"
"2019-02-23 07:06:10.316397","root[root] @ localhost []","use `classicmodels`"
"2019-02-23 07:06:10.316468","root[root] @ localhost []","select @@collation_database"
"2019-02-23 07:06:10.316528","root[root] @ localhost []","SHOW TRIGGERS LIKE 'productlines'"
"2019-02-23 07:06:10.316916","root[root] @ localhost []","SET SESSION character_set_results = 'utf8mb4'"
"2019-02-23 07:06:10.316982","root[root] @ localhost []","SET SESSION character_set_results = 'binary'"
"2019-02-23 07:06:10.317050","root[root] @ localhost []","SELECT COLUMN_NAME,                       JSON_EXTRACT(HISTOGRAM, '$."number-of-buckets-specified"')                FROM information_schema.COLUMN_STATISTICS                WHERE SCHEMA_NAME = 'classicmodels' AND TABLE_NAME = 'productlines'"
"2019-02-23 07:06:10.317203","root[root] @ localhost []","SET SESSION character_set_results = 'utf8mb4'"
"2019-02-23 07:06:10.317276","root[root] @ localhost []","show table status like 'products'"
"2019-02-23 07:06:10.317886","root[root] @ localhost []","SET SQL_QUOTE_SHOW_CREATE=1"
"2019-02-23 07:06:10.317947","root[root] @ localhost []","SET SESSION character_set_results = 'binary'"
"2019-02-23 07:06:10.317997","root[root] @ localhost []","show create table `products`"
"2019-02-23 07:06:10.318116","root[root] @ localhost []","SET SESSION character_set_results = 'utf8mb4'"
"2019-02-23 07:06:10.318176","root[root] @ localhost []","show fields from `products`"
"2019-02-23 07:06:10.318824","root[root] @ localhost []","show fields from `products`"
"2019-02-23 07:06:10.319413","root[root] @ localhost []","SELECT /*!40001 SQL_NO_CACHE */ * FROM `products`"
"2019-02-23 07:06:10.320204","root[root] @ localhost []","SET SESSION character_set_results = 'binary'"
"2019-02-23 07:06:10.320279","root[root] @ localhost []","use `classicmodels`"
"2019-02-23 07:06:10.320329","root[root] @ localhost []","select @@collation_database"
"2019-02-23 07:06:10.320389","root[root] @ localhost []","SHOW TRIGGERS LIKE 'products'"
"2019-02-23 07:06:10.320795","root[root] @ localhost []","SET SESSION character_set_results = 'utf8mb4'"
"2019-02-23 07:06:10.320861","root[root] @ localhost []","SET SESSION character_set_results = 'binary'"
"2019-02-23 07:06:10.320934","root[root] @ localhost []","SELECT COLUMN_NAME,                       JSON_EXTRACT(HISTOGRAM, '$."number-of-buckets-specified"')                FROM information_schema.COLUMN_STATISTICS                WHERE SCHEMA_NAME = 'classicmodels' AND TABLE_NAME = 'products'"
"2019-02-23 07:06:10.321083","root[root] @ localhost []","SET SESSION character_set_results = 'utf8mb4'"
"2019-02-23 07:06:10.321138","root[root] @ localhost []","UNLOCK TABLES"
"2019-02-23 07:06:10.321268","root[root] @ localhost []",
"2019-02-23 08:06:59.759818","[] @  [222.186.138.63]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 08:06:59.760379","[root] @  [222.186.138.63]","root@222.186.138.63 on mysql using TCP/IP"
"2019-02-23 08:07:00.900556","[] @  [222.186.138.63]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 08:07:00.900704","[root] @  [222.186.138.63]","root@222.186.138.63 on mysql using TCP/IP"
"2019-02-23 08:07:01.983048","[] @  [222.186.138.63]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 08:07:01.983195","[root] @  [222.186.138.63]","root@222.186.138.63 on mysql using TCP/IP"
"2019-02-23 08:09:17.672748","[] @  [61.147.103.184]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 08:09:17.673033","[root] @  [61.147.103.184]","root@61.147.103.184 on  using TCP/IP"
"2019-02-23 08:09:17.739981","[] @  [61.147.103.184]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 08:09:17.740184","[root] @  [61.147.103.184]","root@61.147.103.184 on  using TCP/IP"
"2019-02-23 09:36:44.355891","[] @  [190.19.126.37]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 09:36:44.356191","[root] @  [190.19.126.37]","root@190.19.126.37 on  using TCP/IP"
"2019-02-23 10:32:36.732878","[] @  [58.221.71.53]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 10:32:36.733288","[root] @  [58.221.71.53]","root@58.221.71.53 on  using TCP/IP"
"2019-02-23 11:00:57.710820","[root] @  [102.165.51.201]","root@102.165.51.201 on  using TCP/IP"
"2019-02-23 18:26:21.669886","[] @  [58.218.66.195]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 18:26:21.670182","[root] @  [58.218.66.195]","root@58.218.66.195 on mysql using TCP/IP"
"2019-02-23 18:26:22.532133","[] @  [58.218.66.195]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 18:26:22.532281","[root] @  [58.218.66.195]","root@58.218.66.195 on mysql using TCP/IP"
"2019-02-23 18:26:23.416314","[] @  [58.218.66.195]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 18:26:23.416459","[root] @  [58.218.66.195]","root@58.218.66.195 on mysql using TCP/IP"
"2019-02-23 18:26:24.302680","[] @  [58.218.66.195]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 18:26:24.302852","[root] @  [58.218.66.195]","root@58.218.66.195 on mysql using TCP/IP"
"2019-02-23 18:26:25.119612","[] @  [58.218.66.195]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 18:26:25.119774","[root] @  [58.218.66.195]","root@58.218.66.195 on mysql using TCP/IP"
"2019-02-23 18:26:25.989689","[] @  [58.218.66.195]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 18:26:25.989843","[root] @  [58.218.66.195]","root@58.218.66.195 on mysql using TCP/IP"
"2019-02-23 18:26:26.896886","[] @  [58.218.66.195]","Client does not support authentication protocol requested by server; consider upgrading MySQL client"
"2019-02-23 18:26:26.897068","[root] @  [58.218.66.195]","root@58.218.66.195 on mysql using TCP/IP"
